ID,Nombre,Marca,Referencia,Categoria,Tipo de Producto,Grados de alcohol,Medida,Precio_Original,Precio_Final,Descuento_%,Precio_Unidad,URL_Producto,Descripcion
900489869_2121539878,Lucky Strike Cigarrillo Gin con Capsula,Lucky Strike,Turbo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121489051,Starlite Cigarrillo Azul 20 Und,Starlite,Turbo,Cigarrillos,Tabaco,N/A,20 UND,9100,9100,0%,455/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122901719,Lucky Strike Cigarrillo Mora Ice 10 Und,Lucky Strike,Turbo,Cigarrillos,Tabaco,N/A,10 UND,7300,7300,0%,730/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122768729,L&M Cigarrillo Purple+ 18 10 Und,L&M,Turbo,Cigarrillos,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2125090225,Lucky Strike Cigarrillo Sandia Ice 10 Und,Lucky Strike,Turbo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093536997,Marlboro Cigarrillo Rojo + 18 20 Und,Marlboro,Turbo,Cigarrillos,Tabaco,N/A,20 UND,13900,13900,0%,695/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121155239,Marlboro Cigarrillo Gold + 18 20 Und,Marlboro,Turbo,Cigarrillos,Tabaco,N/A,20 UND,13900,13900,0%,695/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122768731,L&M Cigarrillo Selección Azul + 18 10 Und,L&M,Turbo,Cigarrillos,Tabaco,N/A,10 UND,4300,4300,0%,430/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093536998,Marlboro Cigarrillo Rojo + 18 10 Und,Marlboro,Turbo,Cigarrillos,Tabaco,N/A,10 UND,7000,7000,0%,700/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122768730,L&M Cigarrillo Verde Rojo + 18 10 Und,L&M,Turbo,Cigarrillos,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121539843,Starlite Cigarrillo Azul 10 Und,Starlite,Turbo,Cigarrillos,Tabaco,N/A,10 UND,4600,4600,0%,460/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122235739,Rothmans Cigarrillo Azul 20 Und,Rothmans,Turbo,Cigarrillos,Tabaco,N/A,20 UND,12900,12900,0%,645/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121691036,Lucky Strike Cigarrillo Gin con Capsula,Lucky Strike,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2122798501,L&M Cigarrillo Selección Azul + 18 10 Und,L&M,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,4300,4300,0%,430/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121199040,Lucky Strike Cigarrillo Daiquiri Caja x10,Lucky Strike,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121589960,Marlboro Cigarrillo Rojo + 18 20 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,20 UND,14000,14000,0%,700/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2122798558,Lucky Strike Cigarrilo Alaska 10 Und,Lucky Strike,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125849301,Cigarrillo L&M Silver Evo Cajetilla + 18 20 Und,L&M,Oxxo,Cigarrillos,Tabaco,N/A,1 UND,9100,9100,0%,9100/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121198551,Marlboro Cigarrillo Gold + 18 20 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,20 UND,14000,14000,0%,700/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125849297,Marlboro Cigarrillo Summer Vista + 18 20 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,20 UND,14400,14400,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121198611,Marlboro Cigarrillo Rojo + 18 10 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7000,7000,0%,700/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2121198766,Marlboro Cigarrillo Gold + 18 10 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7000,7000,0%,700/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123024634,Marlboro Cigarrillo Selección Verde Azul + 18 10 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2122950690,Starlite Cigarrillo Azul 20 Und,Starlite,Oxxo,Cigarrillos,Tabaco,N/A,20 UND,9100,9100,0%,455/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2120326935,Marlboro Cigarrillo Vista Summer + 18 10 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125849299,Marlboro Cigarrillo Vista Fusion + 18 20 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,20 UND,14400,14400,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123024429,Marlboro Cigarrillo Selección Azul + 18,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123024431,Marlboro Cigarrillo Selección Rosazul + 18 10 Und,Marlboro,Oxxo,Cigarrillos,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125850238,Lucky Strike Cigarrillo Sandia Ice,Lucky Strike,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2122950713,Starlite Cigarrillo Azul 10 Und,Starlite,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,4550,4550,0%,455/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125849327,L & M Cigarrillo Silver Evo Media Cajetilla,L,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,4550,4550,0%,455/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125850235,Rothmans Cigarrillo Bombay 10 Und,Rothmans,Oxxo,Cigarrillos,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887918,Lucky Strike Cigarrillo Gin con Capsula,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2126379257,Lucky Strike Cigarrillo Daiquiri 20 Und,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,20 UND,16000,16000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887922,Lucky Strike Cigarrillo Manzana Ice 10 Und,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887915,Lucky Strike Cigarrillo Daiquiri Caja x10,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887920,Lucky Strike Cigarrillo Mora Ice 10 Und,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887919,Lucky Strike Cigarrillo Double Mint- Alaska,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900484346_2125887924,Lucky Strike Cigarrillo Sandia Ice,Lucky Strike,Vuse Licores La Reserva,Cigarrillos,Tabaco,N/A,10 UND,8000,8000,0%,800/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Vuse Licores La Reserva (Vapeadores Vuse) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069564,Lucky Strike Cigarrillo Gin con Capsula,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9500,9500,0%,950/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069563,Lucky Strike Cigarrillo Gin 20 Und,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,20 UND,18000,18000,0%,900/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069573,Lucky Strike Cigarrillo Daiquiri 20 Und,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,20 UND,18000,18000,0%,900/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069601,Lucky Strike Cigarrillo Daiquiri Caja x10,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9500,9500,0%,950/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069625,Lucky Strike Cigarrillo Double Mint- Alaska,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9500,9500,0%,950/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069606,Lucky Strike Cigarrillo Mora Ice 10 Und,Lucky Strike,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9500,9500,0%,950/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069654,Marlboro Cigarrillo Rojo + 18 20 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,20 UND,16500,16500,0%,825/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069657,Marlboro Cigarrillo Rojo + 18 10 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9800,9800,0%,980/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069642,Marlboro Cigarrillo Summer Vista + 18 20 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,20 UND,17000,17000,0%,850/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069667,Marlboro Cigarrillo Gold + 18 20 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,20 UND,16500,16500,0%,825/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069671,Marlboro Cigarrillo Gold + 18 10 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9800,9800,0%,980/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069637,Marlboro Cigarrillo Vista Forest + 18 10 Und,Marlboro,El Mini Súper Cali,Cigarrillos,Tabaco,N/A,10 UND,9700,9700,0%,970/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119975296,Lucky Strike Cigarrillo Gin con Capsula,Lucky Strike,Jumbo,Cigarrillos,Tabaco,N/A,10 UND,7690,7690,0%,769/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120711402,Lucky Strike Cigarrillo Daiquiri 20 Und,Lucky Strike,Jumbo,Cigarrillos,Tabaco,N/A,20 UND,14590,14590,0%,729.50/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119935230,Lucky Strike Cigarrillo Daiquiri Caja x10,Lucky Strike,Jumbo,Cigarrillos,Tabaco,N/A,10 UND,7690,7690,0%,769/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120890991,Starlite Cigarrillo Azul 20 Und,Starlite,Jumbo,Cigarrillos,Tabaco,N/A,20 UND,7990,7990,0%,399.50/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119949657,Starlite Cigarrillo Azul 10 Und,Starlite,Jumbo,Cigarrillos,Tabaco,N/A,10 UND,4290,4290,0%,429/und,https://www.rappi.com.co/search?query=cigarrillos,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122417993,Lucky Strike Cigarrillo Double Mint- Alaska,Lucky Strike,Turbo,Cigarro,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=cigarro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123022061,Marlboro Cigarrillo Selección Azul + 18,Marlboro,Turbo,Cigarro,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=cigarro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093608553,Marlboro Cigarrillo Summer Vista + 18 20 Und,Marlboro,Turbo,Cigarro,Tabaco,N/A,20 UND,14300,14300,0%,715/und,https://www.rappi.com.co/search?query=cigarro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123022060,Marlboro Cigarrillo Selección Verde Azul + 18 10 Und,Marlboro,Turbo,Cigarro,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=cigarro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900430450_2125069631,Marlboro VISTA Forest x 20 Cigarrillos,Marlboro,El Mini Súper Cali,Lucky strike,Tabaco,N/A,20 UND,17000,17000,0%,850/und,https://www.rappi.com.co/search?query=lucky%20strike,Tienda Rappi: El Mini Súper Cali (El Minisuper) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2119809278,Marlboro Cigarrillo Vista Forest + 18 10 Und,Marlboro,Oxxo,Lucky strike,Tabaco,N/A,10 UND,7200,7200,0%,720/und,https://www.rappi.com.co/search?query=lucky%20strike,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123232277,Rothmans Cigarrillo Blue Classics 10 Und,Rothmans,Oxxo,Lucky strike,Tabaco,N/A,10 UND,4300,4300,0%,430/und,https://www.rappi.com.co/search?query=lucky%20strike,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2124097737,Rothmans Cigarrillo Blue Classics 10 Und,Rothmans,Turbo,Rothmans,Tabaco,N/A,10 UND,4300,4300,0%,430/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093538843,Rothmans Cigarrillo Blanco 10 Und,Rothmans,Turbo,Rothmans,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2124136281,Rothmans Cigarrillo Bombay 10 Und,Rothmans,Turbo,Rothmans,Tabaco,N/A,10 UND,4700,4700,0%,470/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2124136280,Rothmans Cigarrillo Polar 10 Und,Rothmans,Turbo,Rothmans,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123022059,Marlboro Cigarrillo Selección Rosazul + 18 10 Und,Marlboro,Turbo,Rothmans,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093538842,Marlboro VISTA Forest x 20 Cigarrillos,Marlboro,Turbo,Rothmans,Tabaco,N/A,20 UND,14300,14300,0%,715/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2122950715,Rothmans Cigarrillo Azul 10 Und,Rothmans,Oxxo,Rothmans,Tabaco,N/A,10 UND,6300,6300,0%,630/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2125850236,Rothmans Cigarrillo Polar 10 Und,Rothmans,Oxxo,Rothmans,Tabaco,N/A,10 UND,4900,4900,0%,490/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123232348,Marlboro selección Azul x 20 Cigarrillos,Marlboro,Oxxo,Rothmans,Tabaco,N/A,1 UND,12000,12000,0%,12000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2091667321,Marlboro Cigarrillo Rojo + 18 20 Und,Marlboro,La Rebaja,Rothmans,Tabaco,N/A,20 UND,15100,15100,0%,755/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2123190524,Marlboro Cigarrillo Selección Rosazul + 18 10 Und,Marlboro,La Rebaja,Rothmans,Tabaco,N/A,1 UND,6000,6000,0%,6000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2091667380,Marlboro Cigarrillo Rojo + 18 10 Und,Marlboro,La Rebaja,Rothmans,Tabaco,N/A,10 UND,7900,7900,0%,790/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2091667322,Marlboro Cigarrillo Gold + 18 20 Und,Marlboro,La Rebaja,Rothmans,Tabaco,N/A,20 UND,15100,15100,0%,755/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2091667381,Marlboro Cigarrillo Gold + 18 10 Und,Marlboro,La Rebaja,Rothmans,Tabaco,N/A,10 UND,7800,7800,0%,780/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900386942_2122964528,L&M Cigarrillo Selección Azul + 18 10 Und,L&M,La Rebaja,Rothmans,Tabaco,N/A,10 UND,4500,4500,0%,450/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: La Rebaja (Drogueria La Rebaja Farma Bebes) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2126566819,Rothmans Cigarrillo Bombay 10 Und,Rothmans,El Deskorche,Rothmans,Tabaco,N/A,10 UND,7000,7000,0%,700/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2123741813,Marlboro Cigarrillo Selección Azul + 18,Marlboro,El Deskorche,Rothmans,Tabaco,N/A,1 UND,8000,8000,0%,8000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2123741811,Marlboro Cigarrillo Selección Rosazul + 18 10 Und,Marlboro,El Deskorche,Rothmans,Tabaco,N/A,1 UND,8000,8000,0%,8000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2125347116,Marlboro Cigarrillo Selección Verde Azul + 18 10 Und,Marlboro,El Deskorche,Rothmans,Tabaco,N/A,1 UND,8000,8000,0%,8000/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2122745574,Marlboro Cigarrillo Rojo + 18 10 Und,Marlboro,El Deskorche,Rothmans,Tabaco,N/A,10 UND,9000,9000,0%,900/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2122745575,Marlboro Cigarrillo Vista Summer + 18 10 Und,Marlboro,El Deskorche,Rothmans,Tabaco,N/A,10 UND,9000,9000,0%,900/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2120185846,L&M Cigarrillo Selección Azul + 18 10 Und,L&M,El Deskorche,Rothmans,Tabaco,N/A,10 UND,6500,6500,0%,650/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900379388_2122745576,Starlite Cigarrillo Azul 10 Und,Starlite,El Deskorche,Rothmans,Tabaco,N/A,10 UND,6500,6500,0%,650/und,https://www.rappi.com.co/search?query=rothmans,Tienda Rappi: El Deskorche (El Deskorche Licores) | Zona: Chicó / Chapinero / Zona Rosa
900477776_4911923,T Cerveza Imp,T,Clowns Deli Tertulia - Turbo,Starlite,Alcohol,N/A,1 UND,16700,16700,0%,16700.0,https://www.rappi.com.co/search?query=starlite,Tienda Rappi: Clowns Deli Tertulia - Turbo (Clowns Deli - Turbo) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2126848654,Combo The Glenlivet Whisky + Selvati Coco Deshidratado,Combo,Turbo,Dunhill,Alcohol,N/A,1 COMBO,218600,218600,0%,218600/combo,https://www.rappi.com.co/search?query=dunhill,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900485245_4515378,Limonada de vino vaso 16 oz,Limonada,la Parrilla de Lucho Vipasa,Dunhill,Alcohol,N/A,1 UND,20000,20000,0%,20000.0,https://www.rappi.com.co/search?query=dunhill,Tienda Rappi: la Parrilla de Lucho Vipasa (La Parrilla de Lucho Cali) | Zona: Chicó / Chapinero / Zona Rosa
