ID,Nombre,Marca,Referencia,Categoria,Tipo de Producto,Grados de alcohol,Medida,Precio_Original,Precio_Final,Descuento_%,Precio_Unidad,URL_Producto,Descripcion
900457753_2091668241,Jose Cuervo Tequila Especial Reposado,Jose,La Rebaja,Tequila,Alcohol,N/A,375 ML,56500,56500,0%,150.67/ml,https://www.rappi.com.co/search?query=tequila,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900457753_2091669155,Jose Cuervo Tequila Tradicional,Jose,La Rebaja,Tequila,Alcohol,N/A,750 ML,120300,120300,0%,160.40/ml,https://www.rappi.com.co/search?query=tequila,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2124439197,Jose Cuervo Tequila Especial Reposado,Jose,Licores JR,Tequila,Alcohol,N/A,750 ML,81300,81300,0%,108.40/ml,https://www.rappi.com.co/search?query=tequila,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2120597443,Jose Cuervo Tequila Especial Reposado,Jose,Oxxo,Tequila,Alcohol,N/A,750 ML,99900,99900,0%,133.20/ml,https://www.rappi.com.co/search?query=tequila,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2126713505,Tequila Jose Cuervo Esp Silver*,Tequila,Jumbo,Tequila,Alcohol,N/A,750 ML,102990,82390,20%,109.86/ml,https://www.rappi.com.co/search?query=tequila,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2124887724,Combo Don Julio Tequila Blanco + Carulla Zumo + Refisal Sal,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,270800,270800,0%,270800/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093395645,Don Julio 70 Tequila Cristalino Añejo,Don Julio,Turbo,Don julio,Alcohol,N/A,700 ML,415900,415900,0%,594.15/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121071572,Don Julio Tequila Blanco,Don Julio,Turbo,Don julio,Alcohol,N/A,700 ML,256800,256800,0%,366.86/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2125274259,Combo Don Julio Tequila + Mil 976 Agua Tónica + Carulla + Sal,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,299400,299400,0%,299400/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848578,Combo Don Julio Tequila + Frutakis Uchuva,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,430700,430700,0%,430700/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848579,Combo Don Julio Tequila + Selvati Naranja,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,430800,430800,0%,430800/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126273618,Don Julio Tequila Blanco,Don Julio,Turbo,Don julio,Alcohol,N/A,375 ML,135100,135100,0%,360.27/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848577,Combo Don Julio 70 Tequila Cristalino Añejo + Selvati Mango,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,430800,430800,0%,430800/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848582,Combo Don Julio Tequila Cristalino + Selvati Mango Deshidra #0264,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,430800,430800,0%,430800/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848585,Combo Don Julio Tequila Blanco + Frutakis Uchuva Deshidratada,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,271600,271600,0%,271600/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848587,Combo Don Julio Tequila Blanco + Selvati Limón Tahití,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,271700,271700,0%,271700/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2125274256,Combo Don Julio Tequila Blanco + Mil 976 Agua Tónica Toronja,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,284800,284800,0%,284800/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848583,Combo Don Julio Tequila Blanco + Selvati Mango Biche,Don Julio,Turbo,Don julio,Alcohol,N/A,1 COMBO,271700,271700,0%,271700/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2123546644,Patron Tequila Cristalino,Patron,Turbo,Don julio,Alcohol,N/A,700 ML,404100,323280,20%,461.83/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848598,Combo Jose Cuervo Tequila + Frutakis Uchuva,Combo,Turbo,Don julio,Alcohol,N/A,1 COMBO,118400,118400,0%,118400/combo,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121688384,Tequila Jimador Cristalino 700 mL 35°,Tequila,Turbo,Don julio,Alcohol,N/A,700 ML,196800,157440,20%,224.92/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164058,Don Julio 70 Tequila Cristalino Añejo,Don Julio,LICORES EL BORRACHITO,Don julio,Alcohol,N/A,700 ML,475000,475000,0%,678.58/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900423958_2121492641,Don Julio Tequila Blanco,Don Julio,Jumbo,Don julio,Alcohol,N/A,700 ML,246890,246890,0%,352.70/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2124900151,Don Julio Tequila Blanco,Don Julio,Licores JR,Don julio,Alcohol,N/A,700 ML,233400,233400,0%,333.43/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2120162287,Tequila Donjulio 70 Añejo 750ml,Tequila,Los Gemelos Premium Store,Don julio,Alcohol,N/A,750 ML,450000,450000,0%,600/ml,https://www.rappi.com.co/search?query=don%20julio,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2125229957,Combo Don Julio 70 Tequila Cristalino + Stella Artois 6 Und,Stella Artois,Turbo,Don julio 70,Alcohol,N/A,1 COMBO,443300,443300,0%,443300/combo,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126831904,Combo Stella Artois Cerveza Pack + Don Julio Tequila Blanco,Stella Artois,Turbo,Don julio 70,Alcohol,N/A,1 COMBO,284200,252940,11%,252938/combo,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164057,Don Julio Tequila Añejo,Don Julio,LICORES EL BORRACHITO,Don julio 70,Alcohol,N/A,700 ML,390000,390000,0%,557.15/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164054,Don Julio Tequila Reposado Reservado 100% Agave,Don Julio,LICORES EL BORRACHITO,Don julio 70,Alcohol,N/A,700 ML,350000,350000,0%,500/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164061,Don Julio Tequila 1942 Añejo,Don Julio,LICORES EL BORRACHITO,Don julio 70,Alcohol,N/A,750 ML,1700000,1700000,0%,2266.67/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164056,Don Julio Tequila Blanco,Don Julio,LICORES EL BORRACHITO,Don julio 70,Alcohol,N/A,700 ML,285000,285000,0%,407.15/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900401757_2119706533,Tequila Don Julio Silver 700ml,Don Julio,Los Gemelos Premium Store,Don julio 70,Alcohol,N/A,700 ML,265000,265000,0%,378.58/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2121712650,Tequila Don Julio Añejo 700 Ml,Don Julio,Los Gemelos Premium Store,Don julio 70,Alcohol,N/A,700 ML,360000,360000,0%,514.29/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2120053237,Tequila Don Julio Reposado 700ml,Don Julio,Los Gemelos Premium Store,Don julio 70,Alcohol,N/A,700 ML,325000,325000,0%,464.29/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120042047,Tequila Patron Silver 700 Ml,Tequila,Licores JR,Don julio 70,Alcohol,N/A,700 ML,216000,216000,0%,308.58/ml,https://www.rappi.com.co/search?query=don%20julio%2070,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2122278297,Tequila Jimador Reposado 700 mL 35°,Tequila,Turbo,Jose cuervo,Alcohol,N/A,700 ML,123000,104550,15%,149.36/ml,https://www.rappi.com.co/search?query=jose%20cuervo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120211795,Jose Cuervo Tequila Tradicional,Jose,Jumbo,Jose cuervo,Alcohol,N/A,750 ML,119990,95990,20%,127.99/ml,https://www.rappi.com.co/search?query=jose%20cuervo,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121688384,Tequila Jimador Cristalino 700 mL 35°,Tequila,Turbo,Patron,Alcohol,N/A,700 ML,196800,157440,20%,224.92/ml,https://www.rappi.com.co/search?query=patron,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569165,1800 Tequila Reserva Silver,1800,Turbo,1800,Alcohol,N/A,750 ML,247700,198160,20%,264.22/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2122278297,Tequila Jimador Reposado 700 mL 35°,Tequila,Turbo,1800,Alcohol,N/A,700 ML,123000,104550,15%,149.36/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121643095,Gran Centenario Tequila Plata,Gran,Turbo,1800,Alcohol,N/A,700 ML,109800,87840,20%,125.49/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2123574972,Tequila Jimador Blanco 700 mL 35°,Tequila,Turbo,1800,Alcohol,N/A,700 ML,111600,94860,15%,135.52/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121643126,Gran Centenario Tequila Reposado,Gran,Turbo,1800,Alcohol,N/A,700 ML,114600,91680,20%,130.98/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2123920059,Olmeca Altos Plata Tequila,Olmeca,Turbo,1800,Alcohol,N/A,700 ML,221500,221500,0%,316.43/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569101,Patrón Tequila Silver,Patrón,Turbo,1800,Alcohol,N/A,700 ML,254200,203360,20%,290.52/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848600,Combo Jose Cuervo Tequila Reposado + Selvati Mango Deshidra #8E41,Combo,Turbo,1800,Alcohol,N/A,1 COMBO,118500,118500,0%,118500/combo,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848602,Combo Tequila Jimador Blanco 700 mL 35° + Selvati Mango,Combo,Turbo,1800,Alcohol,N/A,1 COMBO,126500,126500,0%,126500/combo,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2122762592,Patrón Tequila Reposado,Patrón,Turbo,1800,Alcohol,N/A,700 ML,298000,238400,20%,340.58/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2126848601,Combo Tequila Jimador Blanco 700 mL + Selvati Mango Biche,Combo,Turbo,1800,Alcohol,N/A,1 COMBO,126500,126500,0%,126500/combo,https://www.rappi.com.co/search?query=1800,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164060,1800 Tequila Cristalino Botella,1800,LICORES EL BORRACHITO,1800,Alcohol,N/A,700 ML,410000,410000,0%,585.72/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126199613,1800 Tequila Reserva Silver,1800,LICORES EL BORRACHITO,1800,Alcohol,N/A,750 ML,260000,260000,0%,346.67/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164059,Tequila 1800 Reposado Botella 750 Ml,1800,LICORES EL BORRACHITO,1800,Alcohol,N/A,750 ML,290000,290000,0%,386.67/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164065,1800 Tequila Añejo,1800,LICORES EL BORRACHITO,1800,Alcohol,N/A,750 ML,330000,330000,0%,440/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900457753_2091669156,1800 Tequila Reserva Silver,1800,La Rebaja,1800,Alcohol,N/A,750 ML,194800,194800,0%,259.74/ml,https://www.rappi.com.co/search?query=1800,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123574972,Tequila Jimador Blanco 700 mL 35°,Tequila,Turbo,Herradura,Alcohol,N/A,700 ML,111600,94860,15%,135.52/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121643126,Gran Centenario Tequila Reposado,Gran,Turbo,Herradura,Alcohol,N/A,700 ML,114600,91680,20%,130.98/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121643095,Gran Centenario Tequila Plata,Gran,Turbo,Herradura,Alcohol,N/A,700 ML,109800,87840,20%,125.49/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2126848602,Combo Tequila Jimador Blanco 700 mL 35° + Selvati Mango,Combo,Turbo,Herradura,Alcohol,N/A,1 COMBO,126500,126500,0%,126500/combo,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2126848601,Combo Tequila Jimador Blanco 700 mL + Selvati Mango Biche,Combo,Turbo,Herradura,Alcohol,N/A,1 COMBO,126500,126500,0%,126500/combo,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123920059,Olmeca Altos Plata Tequila,Olmeca,Turbo,Herradura,Alcohol,N/A,700 ML,221500,221500,0%,316.43/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120062424,Tequila Herradura Ultra 750 mL,Herradura,Licores JR,Herradura,Alcohol,N/A,750 ML,303200,303200,0%,404.27/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120060112,Herradura Tequila Añejo,Herradura,Licores JR,Herradura,Alcohol,N/A,750 ML,258700,258700,0%,344.94/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120009925,Patron Tequila Añejo 700 mL,Patron,Licores JR,Herradura,Alcohol,N/A,700 ML,287200,287200,0%,410.29/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2121305594,Tequila Jimador Reposado 700 mL 35°,Tequila,Licores JR,Herradura,Alcohol,N/A,700 ML,105700,105700,0%,151/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2123169247,Tequila Tres Sombreros Silver Bot 700 Ml,Tequila,Licores JR,Herradura,Alcohol,N/A,700 ML,65700,65700,0%,93.86/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120247409,Tequila Jimador Blanco 700 mL 35°,Tequila,Licores JR,Herradura,Alcohol,N/A,700 ML,104700,104700,0%,149.58/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2125044077,Tequila Corralejo Reposado,Tequila,Licores JR,Herradura,Alcohol,N/A,750 ML,297400,297400,0%,396.54/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2119687147,Tequila Patron Reposado 700ml,Tequila,Los Gemelos Premium Store,Herradura,Alcohol,N/A,700 ML,250000,250000,0%,357.15/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2120050664,Tequila Patron Blanco 700ml,Tequila,Los Gemelos Premium Store,Herradura,Alcohol,N/A,700 ML,220000,220000,0%,314.29/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2122765895,Tequila Patron Añejo 700ml,Tequila,Los Gemelos Premium Store,Herradura,Alcohol,N/A,700 ML,310000,310000,0%,442.86/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2120150425,Tequila Jimador Reposado 750ml,Tequila,Los Gemelos Premium Store,Herradura,Alcohol,N/A,750 ML,130000,130000,0%,173.34/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900401757_2120955763,Tequila Jimador Reposado 375ml,Tequila,Los Gemelos Premium Store,Herradura,Alcohol,N/A,375 ML,75000,75000,0%,200/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Los Gemelos Premium Store (los gemelos de la 44 sas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2124722382,Tequila Jimador Reposado 700 mL 35°,Tequila,Jumbo,Herradura,Alcohol,N/A,700 ML,120990,120990,0%,172.85/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120405067,Tequila Jimador Blanco 700 mL 35°,Tequila,Jumbo,Herradura,Alcohol,N/A,700 ML,116990,116990,0%,167.13/ml,https://www.rappi.com.co/search?query=herradura,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121771069,Olmeca Silver Tequila,Olmeca,Turbo,Olmeca,Alcohol,N/A,700 ML,103900,103900,0%,148.43/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093395410,Olmeca Tequila Reposado,Olmeca,Turbo,Olmeca,Alcohol,N/A,700 ML,99600,99600,0%,142.29/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123819203,Olmeca Altos Reposado Tequila,Olmeca,Turbo,Olmeca,Alcohol,N/A,700 ML,259900,259900,0%,371.29/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2119851423,Olmeca Silver Tequila,Olmeca,Licores JR,Olmeca,Alcohol,N/A,700 ML,89700,89700,0%,128.15/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2122931042,Olmeca Reposado Tequila,Olmeca,Licores JR,Olmeca,Alcohol,N/A,1000 ML,116400,116400,0%,116.40/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2122082908,Olmeca Altos Reposado Tequila,Olmeca,Licores JR,Olmeca,Alcohol,N/A,700 ML,238700,238700,0%,341/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2125042769,Tequila Olmeca Reposado,Olmeca,Licores JR,Olmeca,Alcohol,N/A,700 ML,89700,89700,0%,128.15/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120836442,Olmeca Silver Tequila,Olmeca,Licores JR,Olmeca,Alcohol,N/A,1 L,116400,116400,0%,116.40/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120080906,Olmeca Reposado Tequila 350 ml,Olmeca,Licores JR,Olmeca,Alcohol,N/A,350 ML,47900,47900,0%,136.86/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120105162,Olmeca Altos Plata Tequila,Olmeca,Licores JR,Olmeca,Alcohol,N/A,700 ML,202200,202200,0%,288.86/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164041,Olmeca Tequila Reposado,Olmeca,LICORES EL BORRACHITO,Olmeca,Alcohol,N/A,700 ML,105000,105000,0%,150/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164043,Olmeca Silver Tequila,Olmeca,LICORES EL BORRACHITO,Olmeca,Alcohol,N/A,700 ML,100000,100000,0%,142.86/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164042,Olmeca Reposado Tequila,Olmeca,LICORES EL BORRACHITO,Olmeca,Alcohol,N/A,1000 ML,135000,135000,0%,135/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900479515_2126164046,Olmeca Silver Tequila,Olmeca,LICORES EL BORRACHITO,Olmeca,Alcohol,N/A,1 L,135000,135000,0%,135/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: LICORES EL BORRACHITO | Zona: Chicó / Chapinero / Zona Rosa
900457753_2091667224,Olmeca Altos Reposado Tequila,Olmeca,La Rebaja,Olmeca,Alcohol,N/A,700 ML,174000,174000,0%,248.58/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120021662,Olmeca Silver Tequila,Olmeca,Jumbo,Olmeca,Alcohol,N/A,700 ML,101990,101990,0%,145.70/ml,https://www.rappi.com.co/search?query=olmeca,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2119938178,Ojo de Tigre Joven Mezcal,Ojo de Tigre,Turbo,Mezcal,Alcohol,N/A,750 ML,176700,176700,0%,235.60/ml,https://www.rappi.com.co/search?query=mezcal,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569050,Amores mezcal blanco,Amores,Turbo,Mezcal,Alcohol,N/A,700 ML,304000,304000,0%,434.29/ml,https://www.rappi.com.co/search?query=mezcal,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2124302777,Contraluz Mezcal,Contraluz,Turbo,Mezcal,Alcohol,N/A,700 ML,339300,339300,0%,484.72/ml,https://www.rappi.com.co/search?query=mezcal,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
